id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
461003835,20141218T000000,825000,3,3.5,2670,3000,2,0,0,3,9,1870,800,2014,0,98117,47.6813,-122.372,1750,5000
9510900070,20140923T000000,292500,4,1.75,2140,8162,1,0,0,3,7,1420,720,1968,0,98023,47.3096,-122.377,2040,7632
8073000480,20140722T000000,869000,2,1.75,1900,13122,1,1,4,3,7,1100,800,1954,0,98178,47.5121,-122.248,1650,13160
8091670190,20141104T000000,382495,3,2.5,1760,5390,1,0,0,3,8,1760,0,2014,0,98038,47.3482,-122.042,2310,5117
3034200275,20140817T000000,380000,3,1.75,1240,8611,1,0,0,4,7,1240,0,1973,0,98133,47.7175,-122.331,1700,8037
1854900470,20140924T000000,715000,3,2.5,2890,7027,2,0,0,3,8,2890,0,2004,0,98074,47.6111,-122.009,2890,7197
8898700120,20140604T000000,4.00E+05,3,2,2260,11305,1,0,0,3,7,1130,1130,1986,0,98055,47.4544,-122.204,2080,10248
5045700090,20150106T000000,480000,5,2.75,2670,4780,2,0,0,3,8,2670,0,2013,0,98059,47.4866,-122.155,2560,5380
3026059362,20141031T000000,499000,3,2.5,1861,1587,2,0,0,3,8,1578,283,2007,0,98034,47.7043,-122.209,2090,10454
1245500250,20150507T000000,555500,2,1,920,10000,1,0,0,4,7,920,0,1981,0,98033,47.6938,-122.21,1340,10000
4307330050,20140721T000000,439900,5,3.5,3390,7950,2,0,2,3,7,3390,0,2003,0,98056,47.4792,-122.181,2580,6900
3541600405,20150127T000000,621500,5,2.5,2140,15950,1,0,2,4,8,1370,770,1968,0,98166,47.4797,-122.358,2600,14273
3885803895,20150309T000000,763000,3,2,1360,8752,1,0,2,4,6,1360,0,1942,0,98033,47.6879,-122.208,2530,7680
7399300510,20150204T000000,294900,3,2.25,1500,8100,1,0,0,3,7,1210,290,1968,0,98055,47.4632,-122.19,1600,7896
9268850350,20150319T000000,304500,4,2,1350,942,3,0,0,3,7,1350,0,2008,0,98027,47.5394,-122.026,1390,942
2530800070,20140911T000000,711000,4,2.5,2095,4400,1.5,0,0,5,8,1295,800,1910,0,98116,47.5838,-122.39,1980,4400
8121100715,20150209T000000,1086000,3,3,2830,6041,2,0,3,3,8,1840,990,1915,0,98118,47.5694,-122.283,3420,6360
5559600140,20150505T000000,253000,3,2,1490,7651,1,0,0,3,7,1490,0,1988,0,98003,47.3211,-122.325,1590,7795
5652601035,20150115T000000,285000,3,1.75,1150,6423,1,0,0,3,5,590,560,1927,0,98115,47.6973,-122.297,1150,8367
1824079107,20140528T000000,740000,4,2.25,2920,46355,2,0,0,4,9,2920,0,1998,0,98024,47.569,-121.962,2310,184694
7140600020,20150414T000000,245000,3,1,990,9599,1,0,0,4,6,990,0,1959,0,98002,47.2934,-122.215,1216,10364
4131500140,20150212T000000,175000,5,1.75,1680,8400,1,0,0,4,7,1680,0,1979,0,98003,47.3035,-122.307,1800,8550
1250200600,20150408T000000,390000,3,1,1240,3600,1.5,0,0,3,7,1240,0,1902,0,98144,47.5986,-122.298,1680,3600
7942600975,20140512T000000,505000,4,1.75,1940,4800,1,0,0,5,7,1030,910,1922,0,98122,47.6054,-122.314,1450,4800
3275850180,20140602T000000,675000,3,2.25,2610,9002,2,0,0,3,9,2610,0,1988,0,98052,47.6909,-122.104,2320,8306
3955900220,20150317T000000,410000,4,2.5,2510,5258,2,0,0,3,7,2510,0,2001,0,98056,47.4818,-122.188,2570,5119
8018600880,20140611T000000,110000,2,1,800,15000,1,0,0,3,6,800,0,1927,0,98168,47.4932,-122.316,1170,15000
9834200030,20150414T000000,530000,3,1.5,1240,4080,1.5,0,0,3,8,1240,0,1914,0,98144,47.5745,-122.291,1420,4080
1565950230,20141120T000000,305000,3,2.5,2100,6825,2,0,0,3,8,2100,0,1994,0,98055,47.4314,-122.189,2180,7614
7390400026,20141124T000000,315000,4,1.75,1850,8580,1,0,0,3,7,1140,710,1960,0,98178,47.4877,-122.24,2210,9240
3298600440,20140810T000000,260000,4,2.25,2320,16800,2,0,0,4,9,2320,0,1977,0,98092,47.2959,-122.166,2700,15680
8099600160,20150429T000000,488500,3,2,1710,10959,1,0,0,4,7,1030,680,1981,0,98033,47.697,-122.199,1710,10498
8728550150,20140715T000000,545000,3,2.5,2660,20369,2,0,0,3,8,2660,0,1992,0,98027,47.5234,-122.055,2720,12927
2205700405,20140708T000000,479000,3,1,1340,13750,1,0,0,4,7,1340,0,1955,0,98006,47.5771,-122.151,1430,11400
540100056,20140601T000000,843500,4,2,2630,16475,2,0,0,4,8,2630,0,1953,0,98004,47.639,-122.219,2670,15001
1332200110,20140708T000000,3.00E+05,4,2.5,2200,8065,2,0,0,3,7,2200,0,1998,0,98031,47.4042,-122.213,2641,8535
2926059146,20141215T000000,748000,4,2.5,3220,8379,2,0,0,3,10,3220,0,2004,0,98034,47.7043,-122.192,2720,7635
2710600025,20141103T000000,697000,3,2.25,2420,5304,1.5,0,0,5,7,1640,780,1947,0,98115,47.6765,-122.285,1560,5304
425079046,20140729T000000,435000,3,2.5,1778,147823,2,0,0,3,7,1778,0,1999,0,98014,47.6811,-121.915,2840,43676
9264450460,20140603T000000,309000,5,2.75,2481,4045,2,0,0,3,8,2481,0,2014,0,98001,47.2602,-122.284,2363,4175
796000235,20150401T000000,209950,2,1,1050,6250,1,0,0,4,6,840,210,1943,0,98168,47.5024,-122.333,1310,12500
6600000217,20150403T000000,1595000,4,4.25,4645,7757,2,0,0,3,10,3855,790,2006,0,98112,47.6248,-122.29,2150,6970
6788200295,20140612T000000,620000,2,1,1430,3000,1.5,0,0,3,7,1300,130,1929,0,98112,47.6415,-122.303,1750,4000
3361401210,20141231T000000,209000,2,1,1070,6120,1,0,0,3,6,1070,0,1962,0,98168,47.4989,-122.317,1130,6120
6206100030,20150501T000000,550000,3,1,980,10960,1,0,0,4,7,980,0,1953,0,98005,47.5908,-122.173,2100,10960
9376301180,20150408T000000,552500,3,1,1430,5000,1,0,0,3,7,1430,0,1949,0,98117,47.6895,-122.37,1210,5000
2770606915,20141020T000000,420000,3,1.5,1050,6615,1,0,0,4,6,800,250,1950,0,98199,47.6578,-122.39,1530,5250
2725069157,20140613T000000,883000,4,2.5,3670,54450,2,0,0,3,10,3670,0,1999,0,98074,47.6211,-122.016,2900,49658
2044500142,20140902T000000,420000,3,1.75,1770,6000,1,0,0,3,7,1130,640,1952,0,98125,47.7135,-122.315,1900,7200
7853430690,20150127T000000,572800,3,2.5,3310,4682,2,0,0,3,9,2380,930,2015,0,98065,47.5201,-121.885,2660,5166
5126300960,20150127T000000,442250,3,2.5,2170,8169,2,0,0,3,8,2170,0,2003,0,98059,47.4833,-122.139,2240,6733
5442300807,20140624T000000,2700000,5,2.75,3831,13800,2,1,4,3,9,3831,0,1959,1980,98040,47.5919,-122.251,3850,36563
4188000670,20140515T000000,749400,4,2.5,3240,20301,2,0,0,3,10,3240,0,1985,0,98052,47.719,-122.114,3010,23650
7772000010,20150309T000000,352500,4,2,1970,7451,1,0,0,3,8,1350,620,1962,0,98133,47.765,-122.335,1980,7510
1440700190,20140623T000000,269950,4,2.5,2540,8400,2,0,0,5,7,2540,0,1977,0,98032,47.3754,-122.277,1600,8050
3880900245,20150202T000000,7.00E+05,6,3,2790,4550,2.5,0,0,4,8,2790,0,1907,0,98119,47.627,-122.361,2590,4550
7305300045,20140707T000000,320000,3,1,1560,7552,1,0,0,4,6,910,650,1948,0,98155,47.7552,-122.327,1200,8152
8691310840,20140509T000000,833000,4,2.75,3780,10308,2,0,0,3,10,3780,0,1999,0,98075,47.589,-121.983,3500,10740
1392800035,20140618T000000,559000,2,1,1240,6400,1,0,1,4,7,1060,180,1938,0,98126,47.5493,-122.377,1240,6400
1446401460,20150422T000000,122000,2,1,760,5280,1,0,0,3,6,760,0,1946,0,98168,47.483,-122.33,1710,6594
5101405274,20140529T000000,389000,2,1,910,7000,1,0,0,3,7,910,0,1952,0,98115,47.6999,-122.305,1260,7528
2599200830,20140716T000000,226740,3,1.5,1410,8800,1,0,0,4,7,1410,0,1965,0,98092,47.2927,-122.183,2180,10108
8562900590,20150122T000000,865000,4,3.5,3380,11270,2,0,1,3,9,2160,1220,2007,0,98074,47.6124,-122.06,2910,11214
809000945,20150106T000000,563000,6,1,1730,2760,1.5,0,0,3,7,1250,480,1918,0,98109,47.6342,-122.353,1630,3200
9222400605,20150411T000000,850000,5,4,2980,4500,1.5,0,0,3,7,2070,910,1921,0,98115,47.6736,-122.323,1560,4225
7202340930,20141209T000000,634800,4,3,3280,4904,2,0,0,3,7,3280,0,2005,0,98053,47.6802,-122.033,2600,5004
2325400040,20140922T000000,353000,3,2.25,1900,3800,2,0,0,3,7,1900,0,2006,0,98059,47.4866,-122.16,1950,3800
293000165,20140819T000000,442000,3,1.5,2050,6384,1,0,0,3,7,1350,700,1958,0,98126,47.5325,-122.378,1590,7214
8929000030,20140821T000000,419990,3,2.5,1690,1689,2,0,0,3,8,1150,540,2014,0,98029,47.5528,-121.999,1540,1689
3052700460,20140630T000000,544000,3,2.5,1460,1613,2,0,0,3,8,1180,280,2007,0,98117,47.6781,-122.375,1460,1403
2781280390,20150324T000000,290000,3,2.5,1610,2937,2,0,0,3,8,1610,0,2006,0,98055,47.4489,-122.188,1610,3049
952001710,20150303T000000,575000,4,1.75,1630,5750,1,0,0,3,7,1160,470,1947,0,98116,47.5674,-122.384,1640,5750
2124049254,20140717T000000,235000,2,1,670,5600,1,0,0,3,6,670,0,1903,0,98108,47.5498,-122.304,1960,7176
3793501390,20140915T000000,293000,3,2.5,1690,17383,2,0,0,3,7,1690,0,2003,0,98038,47.3691,-122.031,2610,7999
8562500200,20140605T000000,375000,3,1.75,960,8106,1,0,0,3,7,960,0,1962,0,98052,47.6737,-122.156,1650,8035
2597460090,20150316T000000,1195000,3,2.25,3070,9645,2,0,0,3,10,2110,960,1987,0,98006,47.5522,-122.144,3130,9450
1115800440,20140918T000000,525000,4,1.75,1650,8560,1,0,0,3,8,1650,0,1970,0,98052,47.6652,-122.146,1700,8560
7015200615,20140529T000000,820000,4,2.25,2280,6660,1.5,0,2,3,8,1960,320,1940,1984,98119,47.6503,-122.368,1720,5336
3668001080,20140911T000000,248000,3,2.5,2120,6840,1,0,0,3,7,1220,900,1984,0,98092,47.278,-122.145,1820,8200
2724049146,20150317T000000,420000,3,1,1060,6000,1,0,0,3,8,1060,0,1954,0,98118,47.5427,-122.275,1240,7874
7366100080,20140731T000000,318000,5,2.5,2820,9956,1,0,0,4,7,1410,1410,1967,0,98168,47.4715,-122.33,2700,9956
3204500340,20141219T000000,179500,3,1,1180,32214,1,0,0,3,7,1180,0,1952,0,98092,47.3313,-122.198,2300,13714
7708210040,20140912T000000,561000,5,2.75,3370,10315,2,0,0,3,9,3370,0,2006,0,98059,47.4893,-122.146,3010,8296
3401700185,20140728T000000,665000,4,2,2970,52567,2,0,0,3,8,2970,0,1924,1985,98072,47.7333,-122.128,3280,46676
1999600320,20150304T000000,729000,3,2.5,2480,7428,2,0,0,3,9,2480,0,1990,0,98006,47.5489,-122.185,2600,8322
1930301325,20150423T000000,1025000,3,2.75,2780,4000,2,0,2,5,8,1960,820,1904,0,98103,47.6565,-122.355,1490,4800
1888120140,20140709T000000,989000,5,4.5,4030,13474,2,0,0,3,11,4030,0,2000,0,98075,47.5812,-121.995,3860,12438
3996900295,20141214T000000,358000,2,1,1140,8340,1,0,0,3,7,1140,0,1948,0,98155,47.7448,-122.3,1030,8149
6099400030,20150114T000000,320000,3,1.75,2300,41900,1,0,0,4,8,1310,990,1939,0,98168,47.477,-122.292,1160,8547
7853380510,20140603T000000,575000,4,2.75,3120,7644,2,0,0,3,10,3120,0,2010,0,98065,47.5156,-121.884,2980,6050
8718500665,20140724T000000,375000,3,1,1610,11250,1,0,0,3,7,1090,520,1975,0,98028,47.7391,-122.256,2040,10692
2641400160,20141205T000000,340000,4,2.5,2380,7850,2,0,0,3,8,2380,0,1995,0,98055,47.4356,-122.201,1940,7334
9414500200,20140602T000000,410000,4,1.75,1790,11875,1,0,0,4,7,1490,300,1969,0,98027,47.522,-122.047,1870,11760
4038700830,20150409T000000,575000,4,1.75,2330,8800,1,0,2,4,7,1260,1070,1961,0,98008,47.6148,-122.113,2270,8800
2214800110,20140820T000000,259900,4,2.75,1560,8820,1,0,3,3,7,1060,500,1979,0,98001,47.3382,-122.257,2140,7800
2428100130,20141210T000000,834538,3,2.5,2760,6187,2,0,0,3,10,2760,0,2014,0,98075,47.5821,-122.047,2760,6600
1254200015,20150408T000000,625000,3,2.5,2260,5500,1.5,0,0,3,7,1280,980,1910,0,98117,47.681,-122.388,1790,5355
7852010950,20141020T000000,543500,4,2.5,2550,5835,2,0,0,3,8,2550,0,1998,0,98065,47.5373,-121.87,2420,5817
6021501920,20140627T000000,672500,3,2.25,2400,5300,1.5,0,0,4,7,1250,1150,1939,0,98117,47.6876,-122.384,1540,4800
293720180,20141230T000000,415000,3,2.5,1980,4274,2,0,0,3,7,1980,0,2003,0,98028,47.7767,-122.239,2000,4394
8682291730,20140513T000000,530000,2,2,1680,4950,1,0,0,3,8,1680,0,2006,0,98053,47.7194,-122.022,1570,4800
2475900855,20140827T000000,340000,3,1.75,1540,10400,1,0,0,3,6,1540,0,1977,0,98024,47.5651,-121.89,1090,7500
1776230180,20141008T000000,427500,4,2.5,2430,3249,2,0,0,3,8,2430,0,2010,0,98059,47.5048,-122.155,2650,3844
322069180,20141120T000000,649500,3,3,3730,383328,1.5,0,0,4,9,2230,1500,1990,0,98038,47.4257,-122.03,1940,217800
2025600280,20150406T000000,241400,3,2,1420,9828,1,0,0,4,7,1420,0,1990,0,98010,47.3287,-122.011,1550,7227
7338000270,20150421T000000,184500,3,1.5,1280,3640,2,0,0,3,6,1280,0,1983,0,98002,47.334,-122.214,1150,4105
625059051,20140903T000000,2350000,4,2.25,4370,22863,2.5,0,3,4,10,3670,700,1907,1994,98033,47.6878,-122.215,2980,22863
1860600535,20141220T000000,1320000,4,3,2120,3600,2,0,3,4,8,1830,290,1908,1996,98119,47.6344,-122.369,2120,3600
7852090570,20150317T000000,560000,4,2.5,2630,5710,2,0,0,3,8,2630,0,2001,0,98065,47.5342,-121.876,2550,5500
6669150790,20140731T000000,265000,3,2.25,1840,6750,1,0,0,4,7,1270,570,1980,0,98031,47.4075,-122.172,1750,7004
7779200355,20150422T000000,950000,3,3,3610,17483,2,0,2,4,8,3610,0,1954,0,98146,47.4852,-122.357,2230,12600
3830210020,20140729T000000,168000,3,1,1200,7210,1,0,0,4,6,1200,0,1977,0,98030,47.3729,-122.183,1200,7650
2077700042,20140626T000000,530000,3,2,2330,26571,2.5,0,0,3,8,2330,0,1987,0,98005,47.6009,-122.158,2030,20037
3845100670,20140716T000000,478830,4,2.5,3274,4950,2,0,0,3,9,3274,0,2014,0,98092,47.2603,-122.195,2578,4200
5414100040,20140915T000000,299950,2,1,800,3000,1,0,0,3,6,800,0,1904,0,98118,47.5602,-122.292,1640,3400
2810100007,20150506T000000,419950,3,2.25,1250,811,3,0,0,3,8,1250,0,2014,0,98136,47.5419,-122.388,1250,1232
1974300020,20150218T000000,624900,4,2.5,2270,11500,1,0,0,3,8,1540,730,1967,0,98034,47.7089,-122.241,2020,10918
1860600290,20140627T000000,1020000,3,2.25,1670,4800,1.5,0,3,3,8,1670,0,1903,0,98119,47.6356,-122.367,2300,4800
1552800010,20150311T000000,352000,5,2.75,2980,9838,1,0,0,3,7,1710,1270,1968,0,98030,47.3807,-122.222,2240,9838
1509700050,20140523T000000,3.00E+05,4,2.5,1960,9898,2,0,0,3,8,1960,0,2001,0,98030,47.3834,-122.168,2130,7662
8725950220,20150226T000000,910000,3,2.5,2030,1160,3,0,0,3,9,1970,60,2007,0,98004,47.6213,-122.2,1950,1160
7300400170,20140910T000000,334000,4,2.5,2310,6200,2,0,0,3,8,2310,0,1998,0,98092,47.3321,-122.172,2480,6200
8948500025,20150425T000000,380000,4,2.5,2400,9398,1,0,0,4,7,1310,1090,1958,0,98056,47.4952,-122.178,1330,8249
2787700630,20150318T000000,399000,4,2.5,2100,7355,1,0,0,5,7,2100,0,1969,0,98059,47.5078,-122.161,1750,7200
9542000030,20140722T000000,835100,4,2.5,2380,12573,1,0,0,4,9,2380,0,1963,0,98005,47.5984,-122.176,2900,10700
5411600210,20140812T000000,810000,4,3.5,4170,4322,2,0,0,3,9,2940,1230,2005,0,98074,47.6136,-122.041,2970,4922
9828701565,20150209T000000,375000,3,2,2240,5200,1,0,0,3,7,1630,610,1954,0,98112,47.6191,-122.296,1470,3775
7792000025,20150211T000000,340000,3,1,3180,27586,1,0,0,3,8,1400,1780,1969,0,98022,47.1986,-121.967,2180,27586
3760100200,20141006T000000,395000,5,1.75,2100,9599,1,0,0,3,7,1060,1040,1961,0,98034,47.7097,-122.216,1680,10712
1042700080,20140822T000000,831548,5,2.75,3010,4919,2,0,0,3,9,3010,0,2014,0,98074,47.6067,-122.052,3230,5415
8956200770,20140723T000000,549950,4,3.5,3906,9674,2,0,2,3,9,3906,0,2014,0,98001,47.2931,-122.264,2673,6500
9828700900,20140505T000000,549000,2,1,1140,5400,1,0,0,5,7,1140,0,1908,0,98112,47.6205,-122.294,1520,4800
1829300260,20141113T000000,765000,4,2.5,3360,13636,2,0,0,3,10,3360,0,1987,0,98074,47.6373,-122.042,2980,10615
9279700150,20150212T000000,1625000,4,3.75,4410,8112,3,0,4,3,11,3570,840,2003,0,98116,47.5888,-122.392,2770,5750
1352300120,20140529T000000,262000,2,1,1500,4120,1.5,0,0,3,5,880,620,1928,0,98055,47.4857,-122.2,1300,4120
4077800094,20150202T000000,675000,4,1.75,2220,7230,1,0,1,3,8,1280,940,1950,0,98125,47.7065,-122.279,2210,7230
586470350,20150403T000000,342000,3,2.5,2430,5715,2,0,0,3,7,2430,0,1999,0,98030,47.3718,-122.168,3040,5702
6117501015,20140606T000000,387500,3,1,1560,14333,1,0,0,4,7,1560,0,1953,0,98166,47.432,-122.348,1640,14333
9527000330,20140811T000000,508000,6,2.75,2890,7500,1,0,0,4,8,1830,1060,1976,0,98034,47.7099,-122.23,1880,7500
928000020,20150128T000000,466000,3,2.25,1880,7279,1,0,0,3,7,1280,600,1962,0,98155,47.7574,-122.322,2020,8274
7525300240,20150219T000000,750000,4,2.25,2820,9602,1,0,1,3,8,1950,870,1974,0,98008,47.5881,-122.113,2890,9602
3904940070,20150227T000000,643000,4,2.5,2270,8391,2,0,0,3,8,2270,0,1988,0,98029,47.574,-122.013,2420,8391
4045500715,20141217T000000,598800,1,1,1090,32010,1,0,0,4,6,1090,0,1958,0,98014,47.6928,-121.87,1870,25346
2600010360,20150309T000000,440000,3,2,1800,10950,1,0,0,4,8,1800,0,1982,0,98006,47.557,-122.163,2400,11300
7660100238,20141111T000000,329950,3,2.5,1300,812,2,0,0,3,8,880,420,2008,0,98144,47.5893,-122.317,1300,824
7853310380,20141211T000000,587000,4,2.75,3190,8737,2,0,0,3,9,3190,0,2006,0,98065,47.523,-121.877,3240,7131
5364200620,20140814T000000,980000,3,2.25,2390,4590,2,0,0,3,8,2090,300,1941,1998,98105,47.6615,-122.276,2280,5179
9424400200,20140515T000000,451555,2,1,1320,4520,1,0,1,3,6,1320,0,1912,1971,98116,47.5655,-122.394,1420,4560
2781250970,20150501T000000,250000,2,1.75,1350,4023,1,0,0,3,7,1350,0,2005,0,98038,47.3493,-122.023,1370,3570
6738700075,20140626T000000,755000,4,2.75,2880,4000,1.5,0,0,3,9,2100,780,1912,2000,98144,47.5843,-122.293,2110,4000
2128000160,20141204T000000,429000,4,1.75,2160,7700,2,0,0,2,8,2160,0,1977,0,98033,47.6976,-122.169,2080,7700
1066000290,20141117T000000,6.00E+05,6,3,2600,9350,1,0,0,4,8,1340,1260,1963,0,98008,47.6198,-122.105,2090,9102
5210200081,20141110T000000,523000,3,1,1440,8681,1.5,0,0,3,7,1440,0,1937,0,98115,47.6976,-122.283,1700,7770
4364200250,20141201T000000,400375,4,1.75,1690,7680,1,0,0,5,6,890,800,1946,0,98126,47.5296,-122.375,1060,7680
5490210510,20140922T000000,5.00E+05,3,1.75,1530,14633,1,0,0,3,7,1100,430,1977,0,98052,47.6949,-122.119,1780,8100
1872900065,20150410T000000,1210000,3,1.75,1900,13600,1,0,0,4,8,1900,0,1956,0,98004,47.6163,-122.219,2510,16600
1328330350,20150213T000000,390000,3,1.75,1320,7725,1,0,0,3,8,1320,0,1978,0,98058,47.4425,-122.133,2020,7210
3013300895,20140718T000000,337000,2,1,1010,4000,1,0,0,3,7,1010,0,1947,0,98136,47.5311,-122.382,1480,4366
4036400040,20150209T000000,648000,5,2.5,2210,10772,1,0,2,3,9,1430,780,1964,0,98155,47.7383,-122.288,2720,9858
121039083,20150206T000000,629000,3,1.75,1460,12367,2,1,4,4,8,1120,340,1970,0,98023,47.3311,-122.375,1970,18893
7405700015,20150330T000000,406000,3,1,1090,11292,1,0,0,4,7,1090,0,1952,0,98133,47.7429,-122.358,1570,8198
3761700251,20140528T000000,6.00E+05,4,2,2510,38141,1,0,0,3,9,2510,0,1960,0,98034,47.7219,-122.258,3180,11760
7853270710,20150409T000000,690000,5,3.25,3340,9075,2,0,0,3,8,2600,740,2005,0,98065,47.5446,-121.88,2770,6646
8856700190,20150423T000000,721000,3,2.25,2040,18360,2,0,0,4,8,2040,0,1983,0,98052,47.6976,-122.137,2590,21315
8081900195,20141210T000000,572500,3,1,1590,4600,1.5,0,0,4,7,1290,300,1926,0,98117,47.6807,-122.399,1770,4350
1321059052,20150409T000000,449000,5,2.5,2570,61855,1,0,0,4,7,1470,1100,1981,0,98092,47.3013,-122.109,1990,49658
3449500050,20141015T000000,505000,4,2.75,2980,9825,1,0,0,3,8,1910,1070,2007,0,98056,47.5073,-122.172,2580,12231
5561000330,20150505T000000,525000,3,1.75,2620,38350,1,0,0,4,8,1320,1300,1977,0,98027,47.4619,-121.991,2170,36962
2523089097,20141029T000000,524500,3,1.5,3430,264844,1,0,2,3,7,2230,1200,1988,0,98045,47.4476,-121.723,1660,145926
8682281070,20140807T000000,752500,2,2.5,2280,6230,1,0,0,3,8,2280,0,2005,0,98053,47.7065,-122.013,1640,5931
5422570760,20141014T000000,445000,3,1.75,1850,7056,2.5,0,0,4,8,1850,0,1979,0,98052,47.6602,-122.13,1970,7056
3425069083,20140625T000000,1005000,4,4.5,4225,284011,2,0,0,4,11,4225,0,1985,0,98074,47.6118,-122.024,2870,14576
985001082,20140521T000000,246000,3,1.5,1780,23819,1,0,0,3,7,1780,0,1953,0,98168,47.4912,-122.312,1130,14450
9512200140,20140725T000000,479950,3,2,2260,7163,1,0,0,3,9,2260,0,2012,0,98058,47.4593,-122.136,2340,6730
7203230010,20141015T000000,1050000,4,3.25,3830,8331,2,0,0,3,9,3830,0,2014,0,98053,47.6906,-122.019,4080,8425
8651510020,20140827T000000,492000,3,2.25,2100,7335,2,0,0,3,8,2100,0,1983,0,98074,47.647,-122.061,2050,8930
1324079007,20141110T000000,425000,3,1.75,1610,144619,1,0,0,3,7,1610,0,1977,0,98024,47.5659,-121.863,2220,144619
5075400150,20140523T000000,585000,3,2,1670,4572,1.5,0,0,3,8,1670,0,1931,0,98117,47.6854,-122.373,1480,4890
1088000030,20141203T000000,435000,4,2.25,1990,8548,2,0,0,3,8,1990,0,1973,0,98033,47.667,-122.178,2320,8926
6632300212,20140505T000000,366750,3,3,1571,2017,3,0,0,3,8,1571,0,2008,0,98125,47.7338,-122.309,1520,1497
1926069137,20140707T000000,775000,4,3.25,4100,241322,2,0,0,3,9,2500,1600,1981,0,98072,47.7302,-122.096,3770,87821
7852020300,20150313T000000,525000,3,2.5,2200,4544,2,0,0,3,8,2200,0,2000,0,98065,47.5319,-121.867,2400,5431
301401610,20140930T000000,329900,4,2.75,2475,4000,2,0,0,3,7,2475,0,2014,0,98002,47.3452,-122.209,2475,4000
1912100875,20150423T000000,555000,2,2.25,1370,1248,2,0,0,3,7,1200,170,2000,0,98102,47.6399,-122.32,1800,3360
4364700805,20141015T000000,315000,1,1,580,7200,1,0,0,3,6,580,0,2000,0,98126,47.5249,-122.373,1360,7560
2481630290,20140626T000000,879000,4,2.75,4230,31747,2,0,0,4,10,4230,0,1985,0,98072,47.731,-122.132,4080,35576
1241500155,20140805T000000,575000,3,2.5,2070,3599,2,0,0,3,8,2070,0,1999,0,98033,47.6679,-122.165,2070,6844
2071700010,20141119T000000,340000,3,2.25,2580,7434,1,0,0,3,7,1630,950,1963,0,98133,47.7446,-122.332,1920,7737
7237550130,20140520T000000,1300000,4,3.5,4380,74052,1,0,0,3,11,4380,0,2001,0,98053,47.6587,-122.009,5170,62291
1023059313,20150205T000000,390000,3,2.5,1910,4755,2,0,0,3,8,1910,0,1997,0,98059,47.4956,-122.162,2460,6099
7524950540,20150403T000000,8.00E+05,4,2.25,2120,9921,2,0,0,3,8,2120,0,1981,0,98027,47.5593,-122.082,1890,7845
1822069097,20141223T000000,540000,6,3,2870,206474,2,0,0,3,7,2330,540,1960,1985,98042,47.401,-122.095,2380,59677
6792200066,20140725T000000,280000,4,2.25,1834,7460,2,0,0,3,8,1834,0,2012,0,98042,47.3568,-122.163,1979,9008
2426059103,20150422T000000,872000,4,2.25,2860,40284,2,0,0,3,10,2860,0,1983,0,98072,47.7308,-122.115,2670,92782
1085623350,20141007T000000,460940,4,2.5,3202,4964,2,0,0,3,9,3202,0,2014,0,98030,47.3412,-122.179,2425,4886
9191200380,20141222T000000,550000,4,2,1540,5000,1.5,0,0,4,7,1540,0,1913,0,98105,47.6713,-122.3,1790,4000
9129100040,20140825T000000,1.00E+06,4,3.25,3320,8587,3,0,0,3,11,2950,370,2008,0,98103,47.691,-122.337,1860,5668
3874400380,20150316T000000,445000,3,2.5,1740,22089,1,0,0,4,8,1130,610,1977,0,98070,47.3948,-122.435,2000,24925
4058000060,20150409T000000,416000,3,2,2220,94300,1,0,0,5,7,1640,580,1976,0,98010,47.3459,-121.95,2070,80100
2722059322,20141020T000000,320000,4,2.5,2223,5780,2,0,0,3,8,2223,0,2010,0,98042,47.3586,-122.157,1690,7766
880000211,20140821T000000,255000,3,1.75,1260,1133,2,0,0,3,7,810,450,2011,0,98106,47.5261,-122.361,1260,1172
50300220,20150212T000000,363000,4,2.5,2180,9281,2,0,0,3,8,2180,0,2004,0,98042,47.3673,-122.072,2520,9520
3751602249,20150305T000000,205000,4,1,1340,7920,1,0,0,4,7,1340,0,1970,0,98001,47.2845,-122.267,1090,9600
6117500980,20140818T000000,449000,4,2.75,2090,14141,1.5,0,0,4,8,1680,410,1941,0,98166,47.4333,-122.347,1990,12920
9530100225,20150409T000000,805000,4,2,1890,4500,1.5,0,0,3,7,1490,400,1907,1993,98103,47.6684,-122.356,1640,4010
2061100390,20140721T000000,475000,2,2,1440,3720,1.5,0,0,3,7,1440,0,1983,0,98115,47.6902,-122.325,1490,4308
3294700320,20150331T000000,325000,2,1,1070,8750,1,0,0,3,7,1070,0,1951,0,98055,47.4734,-122.198,1300,9670
7844200050,20140522T000000,330000,5,2.25,2000,7900,1,0,0,4,7,1300,700,1986,0,98188,47.4291,-122.292,2000,9132
1254201106,20140829T000000,524500,3,1.5,1580,3172,1,0,0,4,8,900,680,1946,0,98117,47.6796,-122.393,1580,5000
2695600005,20140620T000000,325000,2,1,840,4239,1,0,0,3,7,840,0,1948,0,98126,47.5319,-122.382,1120,4494
4468400211,20150220T000000,205000,3,2.25,1250,952,3,0,0,3,8,1250,0,2008,0,98133,47.7098,-122.333,1250,1030
